mqc_id	SNPClass	Sample	TgtRegionSize	TN	FN	TP	FP	Fscore	Sensitivity-Recall	Specificity	FDR	PPV	Precision	AltId	CmpFootprint	AllVarMeanDP	CovBin	Aligner	SNVCaller	ILMN_cov	ONT_cov	UG_cov	Fbeta_1	Fbeta_recall_1.5	Fbeta_recall_2.00	Fbeta_recall_4.00	Fbeta_precision_1.5	Fbeta_precision_2.0	Fbeta_precision_4.0	Youdens_J_Index	MCC
Ods20xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods20xIds5x_HG006_sup-PAY77227_0	2497573920	2497427268	8512	138140	748	0.9675702178	0.9419578321	0.9999997005	0.005385634468	0.9946143655	0.9946143655	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	5	20	0	0.9675702178	0.9624339817	0.9520383296	0.9475260592	0.9727513437	0.9836172964	0.9885834413	0.9419575326	0.9679262798
Ods30xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods30xIds5x_HG006_sup-PAY77227_0	2497573920	2497427253	8592	138075	698	0.9674537556	0.941418315	0.9999997205	0.005029796863	0.9949702031	0.9949702031	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	5	30	0	0.9674537556	0.962230792	0.951662506	0.9470765113	0.9727233278	0.9837779067	0.988831675	0.9414180355	0.9678221196
Ods15xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods15xIds5x_HG006_sup-PAY77227_0	2497573920	2497427257	8535	138128	795	0.9673303313	0.9418053633	0.9999996817	0.005722594531	0.9942774055	0.9942774055	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	5	15	0	0.9673303313	0.9622119779	0.9518519795	0.9473549592	0.9724932391	0.9833204007	0.9882685533	0.941805045	0.967683966
Ods20xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods20xUds10x_HG006_sup-PAY77227_0	2497573920	2497427869	8647	137404	1074	0.9658347655	0.9407946539	0.99999957	0.007755744595	0.9922442554	0.9922442554	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	20	10	0.9658347655	0.9608155378	0.950653261	0.946240851	0.9708967194	0.9815090226	0.9863575637	0.9407942239	0.9661751429
I7x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I7x_HG006_grapev2_0	2497573920	2497427267	8964	137689	1199	0.9644079134	0.9388761225	0.9999995199	0.00863285525	0.9913671447	0.9913671447	HG006	giabHC_x_ultima	-1	-2	sent	sentd	7	0	0	0.9644079134	0.9592878259	0.9489248794	0.9444268135	0.9695727564	0.9804045827	0.9853551407	0.9388756425	0.9647627144
Ods15x_HG006_sup-PAY77227_0-ont-sentdont-INS_50	INS_50	Ods15x_HG006_sup-PAY77227_0	2497573920	2497428996	8998	135926	2378	0.9598344796	0.9379122851	0.9999990478	0.0171940074	0.9828059926	0.9828059926	HG006	giabHC_x_ultima	-1	-2	ont	sentdont	0	15	0	0.9598344796	0.9554513346	0.9465598886	0.9426921519	0.9642493187	0.9734866932	0.9776988487	0.9379113329	0.9600945262
Ods5xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods5xUds30x_HG006_sup-PAY77227_0	2497573920	2497428281	11139	134500	271	0.9593095824	0.9235163658	0.9999998915	0.002010818351	0.9979891816	0.9979891816	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	30	0.9593095824	0.9520672373	0.9375082773	0.9312299659	0.9666484393	0.9821489858	0.9892830847	0.9235162573	0.9600287052
Ods5xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-INS_50	INS_50	Ods5xIds5x_HG006_sup-PAY77227_0	2497573920	2497427170	10236	136514	1371	0.9592214591	0.9302487223	0.999999451	0.009943068499	0.9900569315	0.9900569315	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	5	5	0	0.9592214591	0.9533934787	0.9416252233	0.9365285814	0.9651094992	0.9774878632	0.9831587423	0.9302481734	0.9596847604
Ods10xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods10xUds15x_HG006_sup-PAY77227_0	2497573920	2497428160	10967	134793	688	0.9585586739	0.9247598793	0.9999997245	0.005078202848	0.9949217972	0.9949217972	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	15	0.9585586739	0.9517314817	0.9379892863	0.9320558431	0.9654708554	0.9800504301	0.9867516464	0.9247596038	0.9591972821
Ods15xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods15xUds10x_HG006_sup-PAY77227_0	2497573920	2497427886	10842	135192	1103	0.9576912042	0.9257570155	0.9999995583	0.008092740012	0.99190726	0.99190726	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	10	0.9576912042	0.9512508553	0.9382716735	0.9326612022	0.9642064778	0.9779315812	0.9842322005	0.9257565738	0.9582591756
Uds15x_HG006_408622-Z0116_0-ug-sentdug-INS_50	INS_50	Uds15x_HG006_408622-Z0116_0	2497573920	2497427885	10122	135913	3447	0.9524553689	0.9306878488	0.9999986198	0.02473450057	0.9752654994	0.9752654994	HG006	giabHC_x_ultima	-1	-2	ug	sentdug	0	0	15	0.9524553689	0.9481030978	0.9392743607	0.9354339355	0.956839137	0.9660115853	0.9701941734	0.9306864686	0.9527132998
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods10xUds10x_HG006_sup-PAY77227_0	2497573920	2497427895	15643	130382	1144	0.939517422	0.8928745078	0.9999995419	0.008697900035	0.9913021	0.9913021	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	10	0.939517422	0.9299823186	0.9109646659	0.9028249555	0.9492308118	0.9699179771	0.9795182097	0.8928740497	0.9407987712
Ods5xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods5xUds20x_HG006_sup-PAY77227_0	2497573920	2497428238	16681	129001	383	0.9379639796	0.8854971788	0.9999998466	0.002960180548	0.9970398195	0.9970398195	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	20	0.9379639796	0.9271815251	0.9057634192	0.8966316791	0.9489782926	0.9725384414	0.9835195153	0.8854970254	0.939611558
Ods10x_HG006_sup-PAY77227_0-ont-sentdont-INS_50	INS_50	Ods10x_HG006_sup-PAY77227_0	2497573920	2497428024	16377	129519	5107	0.9234142064	0.8877488074	0.9999979551	0.03793472286	0.9620652771	0.9620652771	HG006	giabHC_x_ultima	-1	-2	ont	sentdont	0	10	0	0.9234142064	0.9161898704	0.9016791746	0.8954266424	0.9307388851	0.946222969	0.9533556481	0.8877467625	0.9241561089
I5x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I5x_HG006_grapev2_0	2497573920	2497426705	19825	127390	1419	0.9230356781	0.8653330163	0.9999994318	0.01101631097	0.988983689	0.988983689	HG006	giabHC_x_ultima	-1	-2	sent	sentd	5	0	0	0.9230356781	0.9111111989	0.8875261437	0.8775113631	0.9352521278	0.9615050774	0.9737980921	0.8653324482	0.9250907024
Ods5xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods5xUds15x_HG006_sup-PAY77227_0	2497573920	2497428120	20740	125060	569	0.9214932819	0.8577503429	0.9999997722	0.00452920902	0.995470791	0.995470791	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	15	0.9214932819	0.9082458989	0.8821591667	0.8711280017	0.9351057108	0.9644987938	0.9783283794	0.8577501151	0.924044405
Ods15xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods15xUds15x_HG006_sup-PAY77227_0	2497573920	2497427164	21305	125451	1760	0.9158110283	0.8548270599	0.9999992953	0.01383528154	0.9861647185	0.9861647185	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	15	0.9158110283	0.9031648325	0.8782193536	0.8676537466	0.9287905577	0.9567647956	0.9699021673	0.8548263552	0.918146121
Uds10x_HG006_408622-Z0116_0-ug-sentdug-INS_50	INS_50	Uds10x_HG006_408622-Z0116_0	2497573920	2497427170	19401	127349	4281	0.9149292334	0.8677955707	0.9999982858	0.03252298108	0.9674770189	0.9674770189	HG006	giabHC_x_ultima	-1	-2	ug	sentdug	0	0	10	0.9149292334	0.9052786955	0.8860540195	0.8778351352	0.9247682205	0.9457498478	0.9554992209	0.8677938565	0.9162771808
Ods5xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods5xUds10x_HG006_sup-PAY77227_0	2497573920	2497427837	27332	118751	899	0.8937617834	0.8129008851	0.99999964	0.007513581279	0.9924864187	0.9924864187	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	10	0.8937617834	0.8766466223	0.8434235534	0.8295627752	0.9115229842	0.9504900886	0.9691216342	0.8129005251	0.8982114643
Ods10xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods10xUds5x_HG006_sup-PAY77227_0	2497573920	2497427168	27674	119078	1784	0.8899235466	0.8114233537	0.9999992857	0.0147606361	0.9852393639	0.9852393639	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	5	0.8899235466	0.8733405763	0.8411007671	0.8276307356	0.9071140603	0.9447635671	0.962733378	0.8114226394	0.8941121483
Ods5xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_50	INS_50	Ods5xUds5x_HG006_sup-PAY77227_0	2497573920	2497427101	41246	105573	1623	0.8312343759	0.7190690578	0.9999993501	0.01514049032	0.9848595097	0.9848595097	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	5	0.8312343759	0.8065415828	0.7600954394	0.7412751832	0.8574338361	0.9170643655	0.9466722783	0.719068408	0.841528065
I3x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I3x_HG006_grapev2_0	2497573920	2497426123	46645	101152	1504	0.8077523527	0.6843981948	0.9999993978	0.01465087282	0.9853491272	0.9853491272	HG006	giabHC_x_ultima	-1	-2	sent	sentd	3	0	0	0.8077523527	0.7801541486	0.7289246574	0.7084153608	0.8373145923	0.9056965981	0.9402290095	0.6843975926	0.8211929055
Uds5x_HG006_408622-Z0116_0-ug-sentdug-INS_50	INS_50	Uds5x_HG006_408622-Z0116_0	2497573920	2497425918	47758	100244	5347	0.7905896456	0.6773151714	0.999997859	0.0506387855	0.9493612145	0.9493612145	HG006	giabHC_x_ultima	-1	-2	ug	sentdug	0	0	5	0.7905896456	0.7654637617	0.7184930024	0.6995671467	0.8173666442	0.8787690711	0.9094952932	0.6773130304	0.801873911
Ods5x_HG006_sup-PAY77227_0-ont-sentdont-INS_50	INS_50	Ods5x_HG006_sup-PAY77227_0	2497573920	2497427258	41868	104794	19325	0.7740129477	0.7145272804	0.9999922621	0.155697355	0.844302645	0.844302645	HG006	giabHC_x_ultima	-1	-2	ont	sentdont	0	5	0	0.7740129477	0.7615689982	0.7371895431	0.7269299422	0.7868447095	0.8147085073	0.8278930665	0.7145195425	0.7766973422
I1-5x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I1-5x_HG006_grapev2_0	2497573920	2497426187	89958	57775	1123	0.5592094119	0.3910771459	0.9999995503	0.01906686135	0.9809331386	0.9809331386	HG006	giabHC_x_ultima	-1	-2	sent	sentd	1.5	0	0	0.5592094119	0.5156946402	0.4445393411	0.4190475078	0.6106343264	0.7536033392	0.8422909427	0.3910766963	0.6193593504
I1x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I1x_HG006_grapev2_0	2497573920	2497426564	109914	37442	856	0.4033524729	0.2540921306	0.9999996572	0.02235103661	0.9776489634	0.9776489634	HG006	giabHC_x_ultima	-1	-2	sent	sentd	1	0	0	0.4033524729	0.3616555665	0.2982371177	0.2768346393	0.4558008539	0.6228955109	0.7458617359	0.2540917879	0.4983988269
I0-5x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I0-5x_HG006_grapev2_0	2497573920	2497427330	130946	15644	454	0.1923190401	0.1067194215	0.9999998182	0.02820226115	0.9717977388	0.9717977388	HG006	giabHC_x_ultima	-1	-2	sent	sentd	0.5	0	0	0.1923190401	0.166160598	0.1298347769	0.1184207623	0.2281690065	0.3707425278	0.5156437586	0.1067192397	0.3220309311
I0-1x_HG006_grapev2_0-sent-sentd-INS_50	INS_50	I0-1x_HG006_grapev2_0	2497573920	2497428256	143591	2073	82	0.02804781523	0.01423138181	0.9999999672	0.03805104408	0.9619489559	0.9619489559	HG006	giabHC_x_ultima	-1	-2	sent	sentd	0.1	0	0	0.02804781523	0.0235587442	0.01772367483	0.01597881106	0.03463439992	0.06718130201	0.1163538735	0.01423134898	0.117000056
Ods10xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15	10	0	1	1	1	1	1	1	1	1	1
Ods10xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	20	10	0	1	1	1	1	1	1	1	1	1
Ods10xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods10xIds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	30	10	0	1	1	1	1	1	1	1	1	1
Ods15xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods15xIds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15	15	0	1	1	1	1	1	1	1	1	1
Ods15xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods15xIds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	20	15	0	1	1	1	1	1	1	1	1	1
Ods15xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods15xIds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	30	15	0	1	1	1	1	1	1	1	1	1
Ods20xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods20xIds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15	20	0	1	1	1	1	1	1	1	1	1
Ods20xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods20xIds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	20	20	0	1	1	1	1	1	1	1	1	1
Ods20xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods20xIds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	30	20	0	1	1	1	1	1	1	1	1	1
Ods20xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods20xIds9x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	9	20	0	1	1	1	1	1	1	1	1	1
Ods30xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods30xIds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15	30	0	1	1	1	1	1	1	1	1	1
Ods30xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods30xIds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	20	30	0	1	1	1	1	1	1	1	1	1
Ods30xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods30xIds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	30	30	0	1	1	1	1	1	1	1	1	1
Ods30xIds9x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods30xIds9x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	9	30	0	1	1	1	1	1	1	1	1	1
Ods5xIds15x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods5xIds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	15	5	0	1	1	1	1	1	1	1	1	1
Ods5xIds20x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods5xIds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	20	5	0	1	1	1	1	1	1	1	1	1
Ods5xIds30x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods5xIds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	30	5	0	1	1	1	1	1	1	1	1	1
Ods10xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds10x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	10	1	1	1	1	1	1	1	1	1
Ods10xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	15	1	1	1	1	1	1	1	1	1
Ods10xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	20	1	1	1	1	1	1	1	1	1
Ods10xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	30	1	1	1	1	1	1	1	1	1
Ods10xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds40x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	40	1	1	1	1	1	1	1	1	1
Ods10xUds5x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods10xUds5x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	10	5	1	1	1	1	1	1	1	1	1
Ods15xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods15xUds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	15	1	1	1	1	1	1	1	1	1
Ods15xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods15xUds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	20	1	1	1	1	1	1	1	1	1
Ods15xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods15xUds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	30	1	1	1	1	1	1	1	1	1
Ods15xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods15xUds40x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	40	1	1	1	1	1	1	1	1	1
Ods20xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods20xUds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	20	15	1	1	1	1	1	1	1	1	1
Ods20xUds20x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods20xUds20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	20	20	1	1	1	1	1	1	1	1	1
Ods20xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods20xUds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	20	30	1	1	1	1	1	1	1	1	1
Ods20xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods20xUds40x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	20	40	1	1	1	1	1	1	1	1	1
Ods30xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods30xUds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	30	15	1	1	1	1	1	1	1	1	1
Ods30xUds30x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods30xUds30x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	30	30	1	1	1	1	1	1	1	1	1
Ods30xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods30xUds40x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	30	40	1	1	1	1	1	1	1	1	1
Ods5xUds15x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods5xUds15x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	15	1	1	1	1	1	1	1	1	1
Ods5xUds40x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods5xUds40x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	5	40	1	1	1	1	1	1	1	1	1
Uds40x_HG006_408622-Z0116_0-ug-sentdug-INS_gt50	INS_gt50	Uds40x_HG006_408622-Z0116_0	2497573920	2497573916	0	4	0	1	1	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ug	sentdug	0	0	40	1	1	1	1	1	1	1	1	1
Ods15xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods15xUds10x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	15	10	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
Ods20xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods20xUds10x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	20	10	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
Ods30xUds10x_HG006_sup-PAY77227_0-ont-sentdhuo-INS_gt50	INS_gt50	Ods30xUds10x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	ont	sentdhuo	0	30	10	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
Ods20x_HG006_sup-PAY77227_0-ont-sentdont-INS_gt50	INS_gt50	Ods20x_HG006_sup-PAY77227_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	ont	sentdont	0	20	0	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
I15x_HG006_grapev2_0-sent-sentd-INS_gt50	INS_gt50	I15x_HG006_grapev2_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	sent	sentd	15	0	0	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
I20x_HG006_grapev2_0-sent-sentd-INS_gt50	INS_gt50	I20x_HG006_grapev2_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	sent	sentd	20	0	0	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
I30x_HG006_grapev2_0-sent-sentd-INS_gt50	INS_gt50	I30x_HG006_grapev2_0	2497573920	2497573916	0	4	1	0.8888888889	1	0.9999999996	0.2	0.8	0.8	HG006	giabHC_x_ultima	-1	-2	sent	sentd	30	0	0	0.8888888889	0.9087058136	0.9523809524	0.9729989524	0.8699542239	0.8333333333	0.8178506375	0.9999999996	0.8944271908
Ods20xIds5x_HG006_sup-PAY77227_0-ont-sentdhio-INS_gt50	INS_gt50	Ods20xIds5x_HG006_sup-PAY77227_0	2497573920	2497573916	1	3	0	0.8571428571	0.75	1	0	1	1	HG006	giabHC_x_ultima	-1	-2	ont	sentdhio	5	20	0	0.8571428571	0.8337651894	0.7894736842	0.7714067977	0.8818194601	0.9375	0.9648997135	0.75	0.8660254036
